gvkey,tic,cusip,conm,cik
31509,KBLM,48242A104,KBL MERGER CORP IV,
31510,CCOR,53656F847,CORE ALTERNATIVE ETF,
31516,MYMX,62856A300,MYMETICS CORP,927761
31519,AUY,98462Y100,YAMANA GOLD INC,1264089
31521,SNEX,861896108,STONEX GROUP INC,913760
31542,CODX,189763105,CO-DIAGNOSTIC INC,1692415
31553,KMLGF,494549702,KINDER MORGAN CANADA LIMITED,1714973
31559,SNNAQ,82622H108,SIENNA BIOPHARMACEUTICL,1656328
31560,TRK,847788106,SPEEDWAY MOTORSPORTS INC,934648
31564,ACIW,004498101,ACI WORLDWIDE INC,935036
31565,FLRM.,353769102,FRANKLIN RSK MAN CA EQ A ETF,
31566,FLCI.,35249B102,FRANKLIN CAN CORP BND FD ETF,
31567,STRT,863111100,STRATTEC SECURITY CORP,933034
31578,WVWCQ,055063101,AZZURRA HOLDING CORP,935493
31581,FWEDF,31833F104,FIREWEED METALS CORP,1962215
31585,BY,124411109,BYLINE BANCORP INC,1702750
31587,DLTR,256746108,DOLLAR TREE INC,935703
31595,NUNZ,67097W102,NUNZIA PHARMACEUTICAL CO,886093
31596,UCM1,202795001,COMMONWEALTH EDISON CO,22606
31602,MJDLF,560909103,MAJOR DRILLING GRP INTL INC,1173658
31606,ESQ,29667J101,ESQUIRE FINCL HOLD INC,1531031
31607,NATI,636518102,NATIONAL INSTRUMENTS CORP,935494
31612,NWKRF,65250J108,NEWSTRIKE BRANDS LTD,
31617,BIRDF,09076P104,BIRD CONSTRUCTION INC,
31621,BCAC.1,G1142P104,BISON CAPITAL ACQ COR,
31624,APRN,09523Q309,BLUE APRON HOLDNG INC,1701114
31626,CHNR,G2110U117,CHINA NATURAL RESOURCES INC,793628
31628,MRSN,59045L106,MERSANA THRPEUTIC INC,1442836
31629,RDI,755408101,READING INTL INC  -CL A,716634
31631,TNTRQ,88770Q105,TINTRI INC,1554875
31653,IONM,04625J402,ASSURE HOLDINGS CORP,1798270
31656,ALRN,00887A204,AILERON THERAPEUTIC INC,1420565
31657,DOVA,25985T102,DOVA PHARMACEUTICAL INC,1685071
31673,COR,03073E105,CENCORA INC,1140859
31674,PCMI,69323K100,PCM INC,937941
31692,MBFI,55264U108,MB FINANCIAL INC/MD,1139812
31694,FLDM.,353771108,FRANKLIN INTL MLTFCT IDX ETF,
31695,FLUS.,35376P106,FRANKLIN US LRG CP ML IN ETF,
31703,GFED,40108P101,GUARANTY FED BANCSHARES INC,1046203
31714,GDDFF,38217M100,GOODFOOD MARKET CORP,1967241
31717,IRS,450047303,IRSA INVERSIONES Y REPRESENT,933267
31718,ATLO,031001100,AMES NATIONAL CORP,1132651
31719,FFTI,66538H666,FORMULA FOLIOS TACT INCM ETF,
31724,FFHG,66538H674,FORMULA FOLIOS HEDGD GR ETF,
31726,NUEM,67092P888,NUVEEN ESG EMRG MKT EQ ETF,
31729,NUDM,67092P805,NUVEEN ESG INL DLD MT EQ ETF,
31738,TAIT,874028103,TAITRON COMPONENTS  -CL A,942126
31752,CBZ,124805102,CBIZ INC,944148
31758,STAY1,30224Q000,ESH HOSPITALITY INC,1507563
31764,BMRC,063425102,BANK OF MARIN BANCORP,1403475
31771,SBND.,74640T107,PURPOSE SHORT DUR TCTL BD FD,
31772,NEWA,G64335105,NEWATER TECHNOLOGY INC,1678022
31774,BHF,10922N103,BRIGHTHOUSE FINANL INC,1685040
31775,AATC,053306106,AUTOSCOPE TECHNOLOGIES CORP,943034
31780,GIGB,381430479,GOLDMAN SACHS ACES IN BD ETF,
31782,TPGH,G89827128,TPG PACE HOLDINGS CORP,
31796,JWLLF,470748104,JAMIESON WELLNESS INC,
31802,DLPH,G2709G107,DELPHI TECHNOLOGIES PLC,1707092
31803,ADV,00791N102,ADVANTAGE SOLUTIONS INC,1776661
31804,CNAC,G2379F108,CONSTELLATION ALPHA CAP CRP,
31805,MYO,62857J201,MYOMO INC,1369290
31806,GGBBF,550789101,LXRANDCO INC,
31809,XDU.,46435Q100,ISHARES CR MSCI US QU DV ETF,
31815,XDG.,46436K102,ISHARES CR MSCI GL QU DV ETF,
31816,XDIV.,46435V109,ISHARES CR MSCI CN QU DV ETF,
31819,CGBD,872280102,CARLYLE SECURED LENDING INC,1544206
31823,VNTRF,G9329Z118,VENATOR MATERIALS PLC,1705682
31825,ADOM.1,00799H107,ADOMANI INC -OLD,
31826,ZKIN,G9892K100,ZK INTERNATIONAL GROUP,1687451
31829,8798B,16999P939,CHINOS HLDGS INC -REDH,1513842
31837,CALF,69374H857,PACER US SM CP CS CW 100 ETF,
31838,ICOW,69374H873,PACER DV MK IN CS CW 100 ETF,
31839,FFBW,30260M103,FFBW INC,1787384
31840,XDGH.,46437B101,ISHARES CR GL DV ID (CD-HD),
31841,XDUH.,46435T104,ISHARES CR US DV ID (CD -HD),
31843,HLIT,413160102,HARMONIC INC,851310
31845,RNGR,75282U104,RANGER ENERGY SERVICES,1699039
31846,DRI,237194105,DARDEN RESTAURANTS INC,940944
31848,ATXI,05360L403,AVENUE THERAPEUTICS INC,1644963
31882,PTGC,717143101,PHAROL SGPS SA,944747
31884,SHRY,33738R761,FIRST TR BLMBRG SHARHLDR YLD,
31885,FSCS,33738R753,FIRST TRUST SMID CAP STRNGTH,
31886,RNSC,33738R746,SMALL CAP US EQUITY SELE ETF,
31887,RMD,761152107,RESMED INC,943819
31889,FCAL,33739P863,FIRST TRUST CAL MU HI IN ETF,
31890,RNDM,33738R787,FIRST TRUST DVP IN EQ SL ETF,
31891,KNGZ,33738R738,FIRST TRUST S&P 500 DI DV AR,
31892,RNEM,33738R779,EMERGING MARKETS EQU SEL ETF,
31895,BHB,066849100,BAR HARBOR BANKSHARES,743367
31914,RTL,02607T109,NECESSITY RET REIT INC (THE),1568162
31942,NTRB,67092M208,NUTRIBAND INC,1676047
31950,VSMV,92647N691,VICTORYSHARES US MUL FAC ETF,
31954,AGTI,00848J104,AGILITI INC,1749704
31958,SAFE,78646V107,SAFEHOLD INC,1095651
31966,TRTX,87266M107,TPG RE FINANCE TRT INC,1630472
31982,SOLO,284849205,ELECTRAMECCANICA VEHS CORP,1637736
31994,GPMT,38741L107,GRANITE POINT MORTGE TRS INC,1703644
31998,CAGG.,17167D104,CI CANADIAN AGGREGATE BND IX,
32010,CAGS.,17166P108,CI CANADIAN SH-TR AGG BND IX,
32014,USAU,90291C201,U.S. GOLD CORP,27093
32018,KALA,483119202,KALA BIO INC,1479419
32030,TTAI,89628W401,FCF INTERNATIONAL QUALTY ETF,
32038,USMF,97717Y857,WISDOMTREE US MLTIFTR FD ETF,
32046,AKCA,00972L107,AKCEA THERAPEUTICS INC,1662524
32050,CBH,92838R105,VIRTUS CONV & INCM 2024 TARG,1701809
32066,GOAU,26922A719,US GLOBAL GD & PRC MT MI ETF,
32070,OCIO,26922A727,ETF SERIES SOLUTIONS - CLEAR,
32074,XELA,30162V805,EXELA TECHNOLOGIES INC,1620179
32078,PRPO,74019L602,PRECIPIO INC,1043961
32086,CISN,G1992S109,CISION LTD,1701040
32098,BBCP,206704108,CONCRETE PUMPING HOLDINGS,1703956
32102,RDFN,75737F108,REDFIN CORP,1382821
32106,BKR,05722G100,BAKER HUGHES CO,1701605
32130,CMTA,185575107,CLEMENTIA PHARMACEUTICALS,1647320
32146,CIC,G18920101,CAPITOL INVSTMNT CRP IV,
32150,SID.,12558J109,CI US TRENDLEADRES INDEX ETF,
32154,JBGS,46590V100,JBG SMITH PPTYS,1689796
32184,SMMD,46435G268,ISHARES RUSSELL 2500 ETF,
32187,FANZ,30151E889,PROSPORTS SPONSORS ETF,
32188,PREF,74255Y888,PRINCIPAL SPCTM PF SC AC ETF,
32192,YOGAQ,986005106,YOGAWORKS INC,1703497
32193,CBUS,17166A101,CIBUS INC,1705843
32197,HYDB,46435G250,ISHARES HIGH YIELD SYS B ETF,
32198,IGEB,46435G219,ISHARES INVESTMENT G S B ETF,
32199,SPMV,46138E347,INVESCO S&P 500 MIN VAR ETF,
32200,RGLB,46138G797,INVESCO GLOBAL REVENUE ETF,
32201,REEM,46138G839,INVESCO EMRG MKT RV ETF,
32202,USEQ,46138E438,INVESCO RUSSELL 1000 EQ ETF,
32203,REFA,46138G789,INVESCO INTERNTNL RV ETF,
32204,EQRR,74347B391,PROSHARES EQTS FR RS RTS ETF,
32205,SUSC,46435G193,ISHARES ESG AWARE USD CO ETF,
32210,SQLV,52468L877,ROYCE QUANT SMALL-CA Q V ETF,
32211,SUSB,46435G243,ISHARES ESG AWARE 1-5 YR USD,
32213,AMRQF,02312A106,AMAROQ MINERALS LTD,1821181
32215,DTMXF,23809L108,DATAMETREX AI LTD,
32218,WINR,82887P209,SIMPLICITY ESPRTS AND GAM,1708410
32219,PETQ,71639T106,PETIQ INC,1668673
32228,AVCTQ,030382204,AMERICAN VIRTUAL CL TECH INC,1704760
32233,DARE,23666P200,DARE BIOSCIENCE INC,1401914
32234,EMXC,46434G764,ISHARES MSCI EMG MK X CN ETF,
32235,USOU,91733T307,UNITED STATES 3X OIL ETF,
32236,EDGF.,11222M100,BROMPTON EUR DIV GRTH ETF,
32238,EFBI,26952G107,EAGLE FINANCIAL BANCORP,1699018
32239,MHCD.,59633Q103,MIDDLEFIELD HEALTH DIV ETF,
32244,NEXT,65342K105,NEXTDECADE CORP,1612720
32245,ALPN,02083G100,ALPINE IMMUNE SCIENCES INC,1626199
32246,LNGYF,29669T107,ESREY RESOURCES LTD,
32247,NMTC,64130M209,NEUROONE MED TECHNOLOGIES CO,1500198
32250,EFL,27831H100,EATON VANCE FLTNG RATE 2022,1701167
32253,PDLB,732344106,PONCE FINANCIAL GROUP INC,1874071
32254,GNPX,372446203,GENPREX INC,1595248
32255,HPMM,42370R203,HEMP NATURALS INC,1664038
32261,CGAC.2,13499C930,CANACCORD GENUITY ACQ C -OLD,
32263,DMRL,89349P107,DELTASHARE S&P 500 MG RK ETF,
32264,DMRS,89349P305,DELTASH S&P 600 MGD RISK ETF,
32265,DMRI,89349P404,DELTASH S&P INT MGD RISK ETF,
32266,DMRM,89349P206,DELTASHARE S&P 400 MD RK ETF,
32267,MTEM,608550208,MOLECULAR TEMPLATES INC,1183765
32270,USOD,91733T505,UNITED STATES 3X SRT OIL ETF,
32271,ACHV,004468500,ACHIEVE LIFE SCIENCES INC,949858
32273,TRMT,894789106,TREMONT MORTGAGE TRUST,1708405
32283,FRGT,G51413121,FREIGHT TECHNOLOGIES INC,1687542
32285,ECVT,27923Q109,ECOVYST INC,1708035
32294,RETO,G75271125,RETO ECO SOLUTIONS INC,1687277
32298,ARPO,00810B105,AERPIO PHARMACEUTICALS INC,
32303,QES,74875T103,QUINTANA ENERGY SVC INC,1704235
32304,AMCA,46435G169,ISHARES RU 1000 PR US RV ETF,
32305,EMRN,29079G109,EMARINE GLOBAL INC,1178377
32315,PETZ,G87084110,TDH HOLDINGS INC,1684425
32316,JAGX,47010C805,JAGUAR HEALTH INC,1585608
32321,MDNAF,58490H107,MEDICENNA THERAPEUTICS CORP,1807983
32322,CSSEQ,16842Q100,CHICKEN SOUP FOR SOUL ENTNT,1679063
32323,CDBMF,21852Q602,CORDOBA MINERALS CORP,1545634
32332,DESP,G27358103,DESPEGAR COM CORP,1703141
32334,ZLAB,98887Q104,ZAI LAB LTD,1704292
32342,ALTD,02156A105,ALTITUDE INTERNATIONAL INC,1664127
32343,FFIU,84858T202,UVA UNCONSTRAINED MED-TE ETF,
32345,BRQSF,G1466B145,BORQS TECHNOLOGIES INC,1650575
32347,MBIO,62818Q203,MUSTANG BIO INC,1680048
32348,KRYS,501147102,KRYSTAL BIOTECH INC,1711279
32349,CNTTQ,137800207,CANNTRUST HLDGS INC,1652499
32350,COSO,19058X207,COASTALSOUTH BANCSHARES INC,1297107
32352,HBB,40701T104,HAMILTON BEACH BND HDNG,1709164
32355,IPOA,G8250R103,SOCIAL CAPITAL HDA HDG,
32356,CELC,15102K100,CELCUITY INC,1603454
32357,FPEI,33739P855,FIRST TR ISTL PF SC & IN ETF,
32362,RWX.,12558K205,CI MSCI IN LW RISK WG ETF,
32365,SYBX,87166L209,SYNLOGIC INC,1527599
32366,SECOY,81367P200,SECOO HOLDING LIMITED,1633441
32370,DEFI,88634V100,HASHDEX BITCOIN ETF,
32371,MYND,628988107,MYND AI INC,1708441
32372,CEIX,20854L108,CONSOL ENERGY INC,1710366
32373,BAR,38748G101,GRANITESHARES GOLD TRUST,
32378,NITE.1,65413A101,NIGHTSTAR THRPUTC -ADS,1711675
32380,HAIR,76133C103,RESTORATION ROBOTIC INC,
32381,NCNA,67022C205,NUCANA PLC -ADS,1709626
32382,ROKU,77543R102,ROKU INC,1428439
32383,DCPH,24344T101,DECIPHERA PHRMCTAL INC,1654151
32384,SECT,66538H591,MAIN SECTOR ROTATION ETF,
32385,FLMB,35473P850,FRANKLIN MUNICIPAL GN BD ETF,
32386,FLMI,35473P868,FRANKLIN DYNAMIC MUNI BD ETF,
32387,HFMU.,407856103,HAMILTON U.S. MD CP FNCL ETF,
32390,MFDX,72202L371,PIMCO RAFI DYN MULT-FCTR INT,
32391,MFEM,72202L389,PIMCO RAFI DYN MULT-FC EME,
32392,MFUS,72202L363,PIMCO RAFI DYN MT-FA US EQ,
32393,MAGA,26922A628,POINT BRIDGE AMERICA FST ETF,
32394,GHYB,381430453,GOLDMN SC AC HI YD CR BD ETF,
32395,ADIL,00688A205,ADIAL PHARMACEUTICALS,1513525
32396,NVNO,29415J106,ENVVENO MEDICAL CORPORATION,1661053
32406,OBOR,500767868,KRANESHS MSCI ONE BT RD ETF,
32407,GROM,39878L506,GROM SOCIAL ENTERPRISES INC,1662574
32413,BPMP,0556EL109,BP MIDSTREAM PARTNERS,1708301
32415,PFFD,37954Y657,GLOBAL X US PREFERRED ETF,
32416,LLQD,46435G144,ISHARES 10 YEAR INV ETF,
32417,FSB.,12559E109,CI ENHANCED SH DUR BND FND,
32418,REIT.,46142E101,INVESCO S&P/TSX REIT IN IDX,
32420,NNXPF,63010G100,NANOXPLORE INC,
32428,MLQD,46435G151,ISHARES 5-10 YEAR INV ETF,
32429,IBDS,46435UAA9,ISHRS IBD DC 2027 TM CP ETF,
32430,GSEW,381430438,GOLDMAN SACHS EQUAL WGHT ETF,
32441,MXDU,26922A651,NATIONWIDE MX US CR ETY ETF,
32442,RBIN,26922A669,NATWIDE RSK BSD INTL ETY ETF,
32443,RBUS,26922A677,NATINWDE RSK BSD US ETY ETF,
32449,HERS.,30052M105,EVOLVE NA GNDE IDX FD,
32450,CMSS,G2345N102,CM SEVEN STAR ACQ CORP,
32451,OPTN,68404V100,OPTINOSE INC,1494650
32452,BRAC.1,09216T107,BLACK RIDGE ACQ CORP,
32453,QD,747798106,QUDIAN INC,1692705
32454,CYBR.,30051R105,EVOLVE CYBR SECURITY IDX FD,
32455,EMV.,17165Y100,CI EMRGNG MRKT DDND INDX ETF,
32456,FUVV,039587209,ARCIMOTO INC,1558583
32457,UMI.,12559H102,CI US MIDCAP DIVDND INDX ETF,
32458,DGRC.,17165G109,CI CANAD QLTY DIV GR IND ETF,
32459,ACER,00444P108,ACER THERAPEUTICS INC,1069308
32461,PBDM,46138E487,INVESCO PURBETA FTSE DEV ETF,
32462,PBEE,46138E479,INVESCO PUREBETA FTSE EM ETF,
32463,PBTP,46138E495,INVESCO 0-5 YR US TIPS ETF,
32464,PBUS,46138E461,INVESCO MSCI USA ETF,
32465,PBSM,46138E453,INVESCO PUREBTA MSCI USA ETF,
32469,SWCH,87105L104,SWITCH INC,1710583
32478,XFLT,98400T106,XAI OCTAGON FLT RT & ALT INC,1703079
32479,DXBBF,26801K101,DYNAMIC ACTIVE TACTICAL BOND,
32480,DXZ.,26802A102,DYNAMIC ACTV U.S. MD-CP ETF,
32481,DXF.,26800W106,DYNAMIC ACTIVE GLBL FIN ETF,
32482,HXDM.,37963V108,GLOBAL INT DEV MKT EQ CO ETF,
32483,MOSC,61946M100,MOSAIC ACQ CORP,
32486,BSCR,46138J783,INVESCO BULTSHRS 2027 CP ETF,
32491,IGCF.,72203B109,PIMCO INVSTMNT GRADE CR FD,
32494,HTRB,41653L305,HARTFORD TOTAL RETURN BOND E,
32495,DALT,90213U115,ANFIELD DSFD ALTERNATIVE ETF,
32496,PBND,46138E446,INVESCO PUREBETA US AGGT ETF,
32497,BSJP,46138J817,INVS BTSHS 2025 HGH YD CO BD,
32498,GOGO.,90291E108,U.S. GLOBAL GO GOLD AND PREC,
32500,EATOF,30052J102,EVOLVE AUTOMBILE INNV IDX FD,
32501,PMIF.,72203R104,PIMCO MONTHLY INCOME FD,
32502,ANGI,00183L102,ANGI INC,1705110
32503,DIVS.,30052A101,EVOLVE ACTIVE CAN PRF SH FD,
32505,NUBD,67092P870,NUVEEN ESG U.S. AGGRE BD ETF,
32519,MCB,591774104,METROPOLITAN BANK HLDNG,1476034
32520,LFEQ,92189F148,VANECK LONG FLAT TREND ETF,
32524,AQ,03842Q108,AQUANTIA CORP,1316016
32525,SPRO,84833T103,SPERO THERAPEUTICS INC,1701108
32526,MDB,60937P106,MONGODB INC,1441816
32527,CHGX,46144X107,AXS CHANGE FINANCE ESG ETF,
32528,FNKO,361008105,FUNKO INC,1704711
32529,ALNAQ,018119107,ALLENA PHARMACEUTICALS,1624658
32530,ALTR,021369103,ALTAIR ENGINEERING INC,1701732
32533,ZVC.,05584R103,BMO MSCI CDA VALUE INDEX ETF,
32534,ZJK.,05584J101,BMO HGH YLD US CP BD IDX ETF,
32535,ZVU.,05584G107,BMO MSCI USA VALUE INDEX ETF,
32536,ZVI.,09661A108,BMO MSCI EAFE VAL INDEX ETF,
32537,ZEUS.,05584H105,BMO SHILLER SLT US INDEX ETF,
32541,CARG,141788109,CARGURUS INC,1494259
32542,SCHK,808524722,SCHWAB 1000 INDEX ETF,
32543,USMC,74255Y870,PRINCIPAL U.S. MEGACAP ETF,
32545,NAAS,62955X201,NAAS TECHNOLOGY INC,1712178
32546,SE,81141R100,SEA LIMITED,1703399
32547,NEXA,L67359106,NEXA RESOURCES SA,1713930
32548,DIAL,19761L508,COLUMBIA DVSFD FXD INC  ETF,
32549,VWID,26923G848,VIRTUS WMC INTL DIV ETF,
32550,KEMQ,500767876,EMRGNG MKTS CSMR FCS IDX ETF,
32551,KGRN,500767850,KRANESHARES MSCI CHNA CL ETF,
32554,TIME.1,30051X102,EVOLVE ACT SHRT DUR BOND FD,
32555,CALL.,30051C108,EVOLVE US BANKS ENHD YLD FD,
32556,CAPS.,30051L207,EVOLVE ACT US CORE EQTY FD,
32557,FSCT,34553D101,FORESCOUT TECH INC,1145057
32558,PACK,75321W103,RANPAK HOLDINGS CORP,1712463
32560,OZSC.1,69299K936,OZOP SURGICAL CORP -OLD,
32561,LGC,524643103,LEGACY ACQUISITION,
32563,BRPA,089482103,BIG ROCK PRTN ACQ CORP,
32564,ERO,296006109,ERO COPPER CORP,1853860
32565,BERN,301505798,BERNSTEIN US RES FUND ETF,
32566,BRGL,301505780,BERNSTEIN GLOB RES FUND ETF,
32567,PLCY,53656F102,EVENTSHARES US LEGL OPPO ETF,
32571,BAND,05988J103,BANDWIDTH INC,1514416
32574,EYE,63845R107,NATIONAL VISION HOLDINGS INC,1710155
32575,MMIN,45409F843,NYLI MACKAY MUNI INSURED ETF,
32576,AIEQ,032108565,AMPLIFY AI POWERED EQUTY ETF,
32577,MMIT,45409F827,NYLI MACKAY MUNI INTERMD ETF,
32580,VICI,925652109,VICI PROPERTIES INC,1705696
32582,PMOM,74255Y854,PRINCIPAL SUSTAINABLE MTM IX,
32583,PVAL.1,74255Y862,PRINCIPAL CONTRARIAN VAL IDX,
32584,RMBO.,74935B100,RBC 6-10 YEAR LADRD CN CO BD,
32585,RBDI.,74933Y102,RBC BLUEBAY GLBL DIV CAD HDG,
32586,RBKCF,75525D109,RBC CANADIAN BK YLD IDX ETF,
32587,RPSB.,74934P100,RBC PH&N SHT TRM CDN BD ETF,
32588,RUSB.,74934F102,RBC SHORT TERM US CRP BD ETF,
32589,TIMCF,88831L103,TITAN MINING CORP,1791703
32592,FAT,30258N105,FAT BRANDS INC,1705012
32600,CBTX,12481V104,CBTX INC,
32601,SCPH,810648105,SCPHARMACEUTICALS INC,1604950
32607,ASNS.1,042873109,ARSANIS INC,
32608,OSW,P73684113,ONESPAWORLD HOLDINGS LTD,1758488
32609,WCBR,97717Y659,WISDOMTREE CYBERSECURITY FND,
32610,AQUA,30057T105,EVOQUA WATER TECH,1604643
32615,FEDU,35101A309,FOUR SEASONS EDUCATION (CAYM,1709819
32616,LIFE.,30051T101,EVOLVE GBL HTHCR ENH YLD FD,
32617,HADM.,44054M104,HORIZONS ACT INL DEV MKT ETF,
32619,MBIN,58844R108,MERCHANTS BANCORP,1629019
32625,FINV,31810T101,FINVOLUTION GROUP,1691445
32626,USHY,46435U853,ISHARES BR USD H Y CR BD ETF,
32627,CEY,92647N808,VICTORYSHRS EM MKT H DIV ETF,
32628,UEVM,92647N543,VICTORYSHRS EMG MKTS VAL MOM,
32629,USTB,92647N535,VICTORYSHARES SHRT TRM B ETF,
32630,ULVM,92647N576,VICTORYSHRS US VAL MMNTM ETF,
32631,UIVM,92647N550,VICTORYSHRS INTL VAL MMN ETF,
32632,USVM,92647N568,VICTORYSHRS US SM MD CAP VAL,
32633,UITB,92647N527,VICTORYSHARES CR INTD BD ETF,
32638,ACMR,00108J109,ACM RESEARCH INC,1680062
32639,SOGO,83409V104,SOGOU INC,1713947
32640,IFRX,N44821101,INFLARX NV,1708688
32641,SAIL,78781P105,SAILPOINT TECHNO HLDG,1627857
32647,AIHS,817225204,SENMIAO TECHNOLOGY LTD,1711012
32648,GUDB,66538H583,SAGE ESG INTRMDTE CREDIT ETF,
32649,BIBL,66538H534,INSPIRE 100 ETF,
32652,GSUS,381430123,GOLDMAN SACHS MARKETB EQUITY,
32653,DIVB,46435U861,ISHARES CORE DIVIDEND ETF,
32654,AIJTY,47738D309,JIANPU TECH -ADR,1713923
32655,MIND.,44054Q105,HORIZONS ACTIV AI GBL EQ ETF,
32656,FFSG,66538H567,FORMULAFOLIOS SMRT GRWTH ETF,
32657,STNL,81728P105,SENTINEL ENERGY SERV,1709768
32658,FFTG,66538H575,FORMULAFOLIOS TCL GWTH ETF,
32659,FTVA,26922A610,APTUS FORTIFIED VALUE ETF,
32660,YPS,042765677,ARROW REVERSE CAP 500 ETF,
32665,MRBK,58958P104,MERIDIAN CORP,1750735
32668,FMHI,33739P301,FIRST TRUST MPL HIGH INC ETF,
32669,SDVY,33741X102,FIRST TRST SMID CAP RSNG ETF,
32670,STZHF,858522105,STELCO HOLDINGS INC,802101
32671,PKST,39818P799,PEAKSTONE REALTY TRUST,1600626
32674,CUE,22978P106,CUE BIOPHARMA,1645460
32676,PTOAF,720786102,PIERIDAE ENERGY LTD,
32677,LOVLQ,846517100,SPARK NETWORKS SE,1705338
32679,ETAC.,29478V103,EQUIUM GLB TACTCL ALLCTN FD,
32680,HFRO,43010E404,HIGHLAND OPPORTUNIT A INC FD,1710680
32681,FLJH,35473P637,FRANKLIN FTSE JAPAN HDGD ETF,
32682,DLTNF,247754104,DELTA 9 CANNABIS INC,
32685,KONEF,94946J108,WELLBEING DGTL SCIENCES INC,
32688,SFIX,860897107,STITCH FIX INC,1576942
32689,INOC.,37991C106,GLOBAL X INOVESTOR CANAD ETF,
32690,XOVR,293828877,ERSHARES PVT-PUB CROSSVR ETF,
32692,OMFL,46138J619,INVESCO RUSSELL 1000 D M ETF,
32693,PXUS.1,74255Y839,PRNCPL INT MLTI-FCTR IDX ETF,
32694,VTC,92206C573,VANGUARD TOTAL CORP BOND ETF,
32698,SBT,85917W102,STERLING BANCORP INC,1680379
32699,OMFS,46138J593,INVESCO RUSSELL 2000 D M ETF,
32700,OMOM,46138G755,INVESCO RUSSELL 1000 M F ETF,
32701,OVOL,46138G763,INVESCO RSL 1000 LOW V F ETF,
32702,OQAL,46138G748,INVESCO RUSL 1000 Q F ETF,
32703,OYLD,46138G714,INVESCO RSL 1000 LOW Y F ETF,
32704,OSIZ,46138G730,INVESCO RSL 1000 S F ETF,
32705,OVLU,46138G722,INVESCO RSL 1000 V F ETF,
32715,ARCT,03969T109,ARCTURUS THERAPETCS HOLD INC,1768224
32720,PILL,25460E646,DIREXON PHRM MED BULL 3X ETF,
32721,IRNC,46302E107,IRONCLAD ENCRYPTION CORP,1455926
32724,EMTY,74347B367,PRSHRS DCL OF THE RT STR ETF,
32725,CLIX,74347B375,PRSHRS LG ONL/SHRT STRS ETF,
32731,TSNDF,88105E108,TERRASCEND CORP,1778129
32736,RWGE,G74760102,REGALWOOD GLBL ENRGY,1717961
32741,ICLK,45113Y203,ICLICK INTRC ASIA -ADR,1697818
32742,MCSB.,55452Q109,MCKNZIE CND SH TR FX INC ETF,
32743,MIVG.,55454E104,MACKENZIE IVY GLB EQTY ETF,
32744,MPCF.,55454D106,MACKENZIE PTF COMPLETION ETF,
32748,NMRK,65158N102,NEWMARK GROUP INC,1690680
32749,ENTX,M40527109,ENTERA BIO LTD,1638097
32750,LX,528877103,LEXINFINTECH HOLDINGS LTD,1708259
32751,ILPT,456237106,INDSTRL LGST PRPT TRST,1717307
32755,MCSM.,56502P208,MNLF MLFC CD SMID CP IDX ETF,
32756,MUSC.,56502T101,MNLF MLTFC US SM CP IDX ETF,
32759,EXROF,30222R109,EXRO TECHNOLOGIES INC,1459762
32763,LBC,550550107,LUTHER BURBANK CORP,1475348
32764,RBTTF,37893B107,GLOBAL X RBTCS & AI INDX ETF,
32765,SPDV,26922A594,AAM S&P 500 HIGH DIV VAL ETF,
32766,EEMD,26922A586,AAM S&P EMRG MRKT HI DIV ETF,
32767,EQH,29452E101,EQUITABLE HOLDINGS INC,1333986
32771,WSC,971378104,WILLSCOT HOLDINGS CORP,1647088
32772,IHTA,46136K105,INVESCO HIGH INCOME FUND,
32775,DNLI,24823R105,DENALI THERAPEUTCS INC,1714899
32776,DFE.,25058V109,DESJARDINS EM MLTF-CNTRL ETF,
32777,RATE.,04273V103,ARROW EC INCOME ADV ALT FUND,
32779,JPED,46641Q860,JPMORGAN EVENT DRIVEN ETF,
32780,BUYN,90290T700,USCF SUMMERHAVN SHPEN IDX FD,
32781,BUY,90290T601,USCF SUMMRHAVEN SHPEI IDX FD,
32786,IZRL,00214Q609,ARK IRL INNVTIVE TCHNLGY ETF,
32792,QTRX,74766Q101,QUANTERIX CORP,1503274
32795,ODTC,676079304,ODONATE INC,1717452
32796,GIG.1,37518N106,GIGCAPITAL INC,
32799,NOPMF,64046G106,NEO PERFORMANCE MATERLAS INC,
32800,RROTF,776652109,ROOTS CORP,
32804,SIC,816120307,SELECT INTERIOR CONCEPTS INC,1723866
32805,JPMF,46641Q829,JPMORGAN MNGD FUT STRTGY ETF,
32809,ASTH,03763A207,ASTRANA HEALTH INC,1083446
32813,PWS,69374H840,PACER WEALTHSHIELD ETF,
32819,DOGZ,G2788T111,DOGNESS (INTL) CORP,1707303
32820,VICE,00768Y545,ADVISORSHARES VICE ETF,
32821,CLRG,45409B388,IQ U.S. LARGE CAP ETF,
32822,FAMI,G33277131,FARMMI INC,1701261
32838,USAI,69374H634,PACER AMERICAN ENRGY IND ETF,
32843,CAAP,L1995B107,CORPORACION AMERICA AIRPORTS,1717393
32844,SMGI,78454K102,SMG INDUSTRIES INC,1426506
32845,HMOP,41653L503,HARTFORD MUNICIPAL OPPS ETF,
32846,PCSA,74275C304,PROCESSA PHARMACEUTICALS INC,1533743
32851,OSS,68247W109,ONE STOP SYSTEMS INC,1394056
32852,AKUMQ,01021X100,AKUMIN INC,1776197
32855,AVYAQ,05351X101,AVAYA HLDGS CORP,1418100
32857,JPBI,30151E863,JAMES PURPOSE BASED INVT ETF,
